submission_id,config,run_index,model_name,pipeline_version,overall,novelty,rigor,applicability,clarity,citation,input_tokens,output_tokens,evaluation_id,run_kind
Yxz92UuPLQ,full_full,2,gpt-5.4,v6,78,86.0,79.0,68.0,77.0,100.0,263673,14981,c628e066-882a-4fd9-98d6-880e211bb16b,adhoc
Yxz92UuPLQ,naive,2,gpt-5.4,naive,86,,,,,,22264,356,,adhoc
X1qSwfzPo1,full_full,1,gpt-5.4,v6,72,74.0,69.0,66.0,75.0,100.0,236578,17573,9846a94e-6f8b-4df5-98f8-3464b049aa64,adhoc
X1qSwfzPo1,naive,1,gpt-5.4,naive,41,,,,,,27707,2620,,adhoc
X1qSwfzPo1,full_full,2,gpt-5.4,v6,71,74.0,69.0,64.0,77.0,100.0,239961,17709,bef180bb-1e53-430c-b3f4-02d0a8e630f7,adhoc
X1qSwfzPo1,naive,2,gpt-5.4,naive,47,,,,,,27707,623,,adhoc
bIODmQ1TNd,full_full,1,gpt-5.4,v6,79,81.0,82.0,74.0,84.0,84.0,374781,18241,e1a83952-6446-4cf4-8b55-e1badfba028d,adhoc
bIODmQ1TNd,naive,1,gpt-5.4,naive,78,,,,,,39989,375,,adhoc
bIODmQ1TNd,full_full,2,gpt-5.4,v6,80,82.0,76.0,79.0,83.0,80.0,590575,17791,50fa4885-2e28-4ced-8790-b68e75507121,adhoc
bIODmQ1TNd,naive,2,gpt-5.4,naive,82,,,,,,39989,394,,adhoc
YcoS3uq5kt,full_full,1,gpt-5.4,v6,74,73.0,69.0,72.0,78.0,100.0,203786,18411,52de0316-1d09-4772-b7a0-87abdedc3eef,adhoc
YcoS3uq5kt,naive,1,gpt-5.4,naive,72,,,,,,28142,510,,adhoc
YcoS3uq5kt,full_full,2,gpt-5.4,v6,75,72.0,67.0,79.0,76.0,100.0,166471,13502,f1184bef-9339-49e8-907d-0b195ff93ebe,adhoc
YcoS3uq5kt,naive,2,gpt-5.4,naive,63,,,,,,28140,382,,adhoc
NEkYHQSXvQ,full_full,1,gpt-5.4,v6,71,77.0,69.0,72.0,58.0,60.0,408788,13931,fafdc37b-0579-48ad-8c5f-6c7830d233bf,adhoc
NEkYHQSXvQ,naive,1,gpt-5.4,naive,38,,,,,,52405,623,,adhoc
NEkYHQSXvQ,full_full,2,gpt-5.4,v6,71,76.0,72.0,67.0,60.0,76.0,483771,18162,422d374b-fcaa-41df-ad43-c538e5dd5d42,adhoc
NEkYHQSXvQ,naive,2,gpt-5.4,naive,58,,,,,,52405,561,,adhoc
a4S1nQay3b,full_full,1,gpt-5.4,v6,75,77.0,76.0,71.0,74.0,80.0,244944,17937,59268bd7-c1d9-4d30-9cdb-40a7fc3efa75,adhoc
a4S1nQay3b,naive,1,gpt-5.4,naive,68,,,,,,28072,489,,adhoc
a4S1nQay3b,full_full,2,gpt-5.4,v6,76,77.0,76.0,72.0,79.0,100.0,241619,15910,e7aafe2c-4c94-45b1-9745-9d7a8c0c7e9b,adhoc
a4S1nQay3b,naive,2,gpt-5.4,naive,72,,,,,,28072,613,,adhoc
7JbWlwNltD,full_full,1,gpt-5.4,v6,71,72.0,72.0,72.0,67.0,68.0,313177,17834,db4893b3-933c-4bb5-b63b-73d8eef1225c,adhoc
7JbWlwNltD,naive,1,gpt-5.4,naive,57,,,,,,38349,849,,adhoc
7JbWlwNltD,full_full,2,gpt-5.4,v6,71,72.0,70.0,73.0,65.0,68.0,317297,17819,b8caa7ea-c3f1-47e6-8ca5-f507ec3bd0f0,adhoc
7JbWlwNltD,naive,2,gpt-5.4,naive,74,,,,,,38349,800,,adhoc
pcaHnwjnsO,naive_mini,0,gpt-5.4-mini,naive,18,,,,,,9778,167,,adhoc
1lLWZzikiT,naive_mini,0,gpt-5.4-mini,naive,66,,,,,,45208,335,,adhoc
KjxdIG4z84,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,39362,201,,adhoc
IJAPVmxQYU,naive_mini,0,gpt-5.4-mini,naive,45,,,,,,28282,258,,adhoc
p3YaKlm1TR,naive_mini,0,gpt-5.4-mini,naive,25,,,,,,29493,168,,adhoc
btEiAfnLsX,naive_mini,0,gpt-5.4-mini,naive,70,,,,,,13481,306,,adhoc
Us00XndbVi,naive_mini,0,gpt-5.4-mini,naive,64,,,,,,25762,200,,adhoc
9pVrsGUTvp,naive_mini,0,gpt-5.4-mini,naive,28,,,,,,11718,169,,adhoc
xxsacQ3tdb,naive_mini,0,gpt-5.4-mini,naive,78,,,,,,49424,171,,adhoc
qiOIqQ9CwA,naive_mini,0,gpt-5.4-mini,naive,28,,,,,,27888,373,,adhoc
CCSPm6V5EF,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,43188,232,,adhoc
dBmjnRR1bC,naive_mini,0,gpt-5.4-mini,naive,73,,,,,,29078,196,,adhoc
e5tepxQfE1,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,32677,357,,adhoc
PJdw4VBsXD,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,32067,247,,adhoc
OW9WUNZyCw,naive_mini,0,gpt-5.4-mini,naive,28,,,,,,24570,161,,adhoc
jHDZEUgS4r,naive_mini,0,gpt-5.4-mini,naive,78,,,,,,56072,177,,adhoc
ypptmENxJn,naive_mini,0,gpt-5.4-mini,naive,75,,,,,,29420,309,,adhoc
tp9y1547fH,naive_mini,0,gpt-5.4-mini,naive,55,,,,,,43798,194,,adhoc
iSqOXQ7bCc,naive_mini,0,gpt-5.4-mini,naive,45,,,,,,31084,222,,adhoc
mkUJeg7rwA,naive_mini,0,gpt-5.4-mini,naive,70,,,,,,20744,257,,adhoc
KjgyAm383Z,naive_mini,0,gpt-5.4-mini,naive,79,,,,,,55727,234,,adhoc
M7TNf5J26u,naive_mini,0,gpt-5.4-mini,naive,78,,,,,,92896,240,,adhoc
b8avf4F2hn,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,19850,201,,adhoc
cZrTMqYVL6,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,30153,244,,adhoc
fqehqG4WvL,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,38403,276,,adhoc
r6Z3BXDrzO,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,38565,279,,adhoc
tfGuvCp50e,naive_mini,0,gpt-5.4-mini,naive,12,,,,,,20583,155,,adhoc
vxlTrWwY4y,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,14451,274,,adhoc
ogMxCjdCCq,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,35392,227,,adhoc
u6DbnUgBDV,naive_mini,0,gpt-5.4-mini,naive,56,,,,,,17407,338,,adhoc
0qFN7Ugt4k,naive_mini,0,gpt-5.4-mini,naive,62,,,,,,36868,292,,adhoc
ggpUdcR48R,naive_mini,0,gpt-5.4-mini,naive,55,,,,,,33800,167,,adhoc
theeeNBSTG,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,43187,151,,adhoc
QAqDETCuJe,naive_mini,0,gpt-5.4-mini,naive,30,,,,,,14067,392,,adhoc
GpL66XgjjF,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,41386,279,,adhoc
0FJYicpOj0,naive_mini,0,gpt-5.4-mini,naive,18,,,,,,45733,172,,adhoc
M5R7wW9CBm,naive_mini,0,gpt-5.4-mini,naive,56,,,,,,24408,361,,adhoc
SVpw8RJL6c,naive_mini,0,gpt-5.4-mini,naive,57,,,,,,23701,390,,adhoc
gNOj6BknS0,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,49999,312,,adhoc
pJgSBfExDn,naive_mini,0,gpt-5.4-mini,naive,57,,,,,,18229,512,,adhoc
O1hfVE0UxG,naive_mini,0,gpt-5.4-mini,naive,62,,,,,,60354,274,,adhoc
KQPoMbxInu,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,33879,214,,adhoc
00HNN8O7Ni,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,22158,218,,adhoc
C0NdeKlyIt,naive_mini,0,gpt-5.4-mini,naive,34,,,,,,16107,206,,adhoc
aFukqpdsVJ,naive_mini,0,gpt-5.4-mini,naive,38,,,,,,15966,283,,adhoc
2TTQjRkgFn,naive_mini,0,gpt-5.4-mini,naive,78,,,,,,57472,231,,adhoc
ycxzArIvgF,naive_mini,0,gpt-5.4-mini,naive,62,,,,,,35216,235,,adhoc
c6XIVI3TiQ,naive_mini,0,gpt-5.4-mini,naive,77,,,,,,43484,306,,adhoc
zWb7ueH16c,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,40132,226,,adhoc
hRDlSKJUe2,naive_mini,0,gpt-5.4-mini,naive,66,,,,,,24520,255,,adhoc
E1hbqtHrvg,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,25166,193,,adhoc
ahcb5auRmy,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,13162,319,,adhoc
haVf5e4Q6C,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,36040,197,,adhoc
aWiC2e2wjK,naive_mini,0,gpt-5.4-mini,naive,42,,,,,,16418,167,,adhoc
LrFCmRuKwc,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,38810,209,,adhoc
ORKhJBFepG,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,23692,207,,adhoc
n8reuo0wFj,naive_mini,0,gpt-5.4-mini,naive,42,,,,,,22283,299,,adhoc
7WPJ0EgPdW,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,39550,193,,adhoc
uLOZyM12LJ,naive_mini,0,gpt-5.4-mini,naive,62,,,,,,39575,157,,adhoc
cPCGB402ff,naive_mini,0,gpt-5.4-mini,naive,63,,,,,,28353,562,,adhoc
TLSUIyBIfs,naive_mini,0,gpt-5.4-mini,naive,22,,,,,,42753,232,,adhoc
yADIMxHaXW,naive_mini,0,gpt-5.4-mini,naive,18,,,,,,15728,175,,adhoc
7PVPfFHpdS,naive_mini,0,gpt-5.4-mini,naive,62,,,,,,25667,237,,adhoc
zrCGvLOrTL,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,37220,187,,adhoc
vycvHlBzGP,naive_mini,0,gpt-5.4-mini,naive,62,,,,,,38462,236,,adhoc
kZcMgjhThv,naive_mini,0,gpt-5.4-mini,naive,62,,,,,,32678,158,,adhoc
t38nZqqi3Z,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,37925,234,,adhoc
LoPF9Zl7ic,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,41745,234,,adhoc
terdVfnoc5,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,37391,312,,adhoc
7tIrPuZRVH,naive_mini,0,gpt-5.4-mini,naive,18,,,,,,25333,173,,adhoc
Xzr1Xjtyn2,naive_mini,0,gpt-5.4-mini,naive,42,,,,,,25293,196,,adhoc
Azsd2qyK6C,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,20961,197,,adhoc
GgTd30mNzw,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,145453,266,,adhoc
v3ejhJxT1W,naive_mini,0,gpt-5.4-mini,naive,79,,,,,,27259,391,,adhoc
VJZ56DDkin,naive_mini,0,gpt-5.4-mini,naive,34,,,,,,34685,162,,adhoc
0xE0kNdGIz,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,52063,172,,adhoc
9N4Ps9Psfr,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,38243,174,,adhoc
OHSXtOwKwI,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,36168,204,,adhoc
knc1y6jkTL,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,27888,172,,adhoc
y4nkSIOX8L,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,17336,240,,adhoc
Yxz92UuPLQ,naive_mini,0,gpt-5.4-mini,naive,86,,,,,,22206,229,,adhoc
msiN4D6F2A,naive_mini,0,gpt-5.4-mini,naive,67,,,,,,36452,288,,adhoc
BjYJKqyCCa,naive_mini,0,gpt-5.4-mini,naive,38,,,,,,28206,190,,adhoc
VHdF91MvJq,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,22557,206,,adhoc
xc6uGzNNVe,naive_mini,0,gpt-5.4-mini,naive,28,,,,,,23392,167,,adhoc
3VdSuh3sie,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,75566,345,,adhoc
2ius36JQUJ,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,44051,215,,adhoc
cP9ciYglnI,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,34870,270,,adhoc
dTWfCLSoyl,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,24131,252,,adhoc
sSfep4udCb,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,34189,188,,adhoc
uMq2N8hJK4,naive_mini,0,gpt-5.4-mini,naive,64,,,,,,36634,209,,adhoc
YJvaggCvdK,naive_mini,0,gpt-5.4-mini,naive,25,,,,,,16326,172,,adhoc
4nLvUk8edu,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,22132,202,,adhoc
EhqJWMSElB,naive_mini,0,gpt-5.4-mini,naive,41,,,,,,22879,156,,adhoc
b4C3zAzRgH,naive_mini,0,gpt-5.4-mini,naive,76,,,,,,76367,307,,adhoc
jBSye8M3FQ,naive_mini,0,gpt-5.4-mini,naive,65,,,,,,29544,352,,adhoc
Wo9fI4QZGP,naive_mini,0,gpt-5.4-mini,naive,52,,,,,,30261,211,,adhoc
JV5X6mhhrm,naive_mini,0,gpt-5.4-mini,naive,24,,,,,,21824,263,,adhoc
jh2Ffu97vS,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,39197,158,,adhoc
0xiPcuWdl5,naive_mini,0,gpt-5.4-mini,naive,44,,,,,,64140,238,,adhoc
wwA0X3UfAn,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,22435,237,,adhoc
T0EiEuhOOL,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,24930,301,,adhoc
kZHSvETWdi,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,22912,246,,adhoc
2EQPpEZtEK,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,18950,272,,adhoc
m6Hv0yZO3n,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,46196,234,,adhoc
p6l1A7b5Xe,naive_mini,0,gpt-5.4-mini,naive,30,,,,,,29939,383,,adhoc
W6gbWvvovB,naive_mini,0,gpt-5.4-mini,naive,62,,,,,,26683,219,,adhoc
Ntr3O8mpEX,naive_mini,0,gpt-5.4-mini,naive,35,,,,,,27642,188,,adhoc
14f18NoEqO,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,26750,197,,adhoc
WR2RPLKPR8,naive_mini,0,gpt-5.4-mini,naive,28,,,,,,32314,173,,adhoc
VpsqfCac2B,naive_mini,0,gpt-5.4-mini,naive,62,,,,,,23821,188,,adhoc
XG8wZ31oUE,naive_mini,0,gpt-5.4-mini,naive,76,,,,,,33519,245,,adhoc
Xn6EnJZghu,naive_mini,0,gpt-5.4-mini,naive,57,,,,,,25231,272,,adhoc
88ZLp7xYxw,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,30177,219,,adhoc
Dl1S4EvFwh,naive_mini,0,gpt-5.4-mini,naive,76,,,,,,46703,311,,adhoc
mhJ9jO7ue8,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,12099,210,,adhoc
qNlTH4kYJZ,naive_mini,0,gpt-5.4-mini,naive,62,,,,,,59178,225,,adhoc
ZBpFEtLw3H,naive_mini,0,gpt-5.4-mini,naive,42,,,,,,28522,149,,adhoc
Hf7jMztvve,naive_mini,0,gpt-5.4-mini,naive,28,,,,,,33259,195,,adhoc
EcygLrP7je,naive_mini,0,gpt-5.4-mini,naive,64,,,,,,31628,308,,adhoc
yV1Cqypc1A,naive_mini,0,gpt-5.4-mini,naive,62,,,,,,36962,193,,adhoc
2eAGrunxVz,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,47652,399,,adhoc
pelxC06W8U,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,20227,210,,adhoc
ea1U1MgbdT,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,22950,279,,adhoc
RQaJrHGBAU,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,36719,337,,adhoc
X1qSwfzPo1,naive_mini,0,gpt-5.4-mini,naive,42,,,,,,27649,170,,adhoc
EI0nWt5c8z,naive_mini,0,gpt-5.4-mini,naive,52,,,,,,83308,193,,adhoc
rkthPeHvAX,naive_mini,0,gpt-5.4-mini,naive,62,,,,,,37883,343,,adhoc
I3dPEvbp8o,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,38835,264,,adhoc
gr8tcWhYSx,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,39340,243,,adhoc
s344pGE2JA,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,22336,184,,adhoc
z5Mn8Rxi3l,naive_mini,0,gpt-5.4-mini,naive,78,,,,,,29266,248,,adhoc
HBm3MFtszH,naive_mini,0,gpt-5.4-mini,naive,79,,,,,,30826,231,,adhoc
8dWiSr6G4q,naive_mini,0,gpt-5.4-mini,naive,32,,,,,,29441,174,,adhoc
FbssShlI4N,naive_mini,0,gpt-5.4-mini,naive,63,,,,,,31591,547,,adhoc
LYa2l6mBTe,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,41495,260,,adhoc
lg6H2oJPky,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,55369,222,,adhoc
8hkf29PXCn,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,30623,324,,adhoc
D1TtfDgJsW,naive_mini,0,gpt-5.4-mini,naive,38,,,,,,17241,178,,adhoc
Wt6K1uoMPQ,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,22146,218,,adhoc
JEGDp1E4OH,naive_mini,0,gpt-5.4-mini,naive,76,,,,,,42436,220,,adhoc
MgUtdOdTwZ,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,28465,200,,adhoc
57Ew3NKsQK,naive_mini,0,gpt-5.4-mini,naive,5,,,,,,18836,127,,adhoc
uUq0gemhnv,naive_mini,0,gpt-5.4-mini,naive,60,,,,,,25118,309,,adhoc
E1dANKwo4I,naive_mini,0,gpt-5.4-mini,naive,82,,,,,,39471,258,,adhoc
CyXPiK5JLy,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,37218,336,,adhoc
6XEXDNUlxl,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,26053,174,,adhoc
xe67yPwL7W,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,17578,253,,adhoc
isoLHssNcU,naive_mini,0,gpt-5.4-mini,naive,63,,,,,,59849,515,,adhoc
mIeKe74W43,naive_mini,0,gpt-5.4-mini,naive,63,,,,,,23715,294,,adhoc
yBpzF8hp3J,naive_mini,0,gpt-5.4-mini,naive,78,,,,,,29642,156,,adhoc
FnaDv6SMd9,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,65294,158,,adhoc
j7Aj3Yb9i1,naive_mini,0,gpt-5.4-mini,naive,42,,,,,,27477,174,,adhoc
KYdfvF2SZN,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,23699,262,,adhoc
QKrtliKPXR,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,24777,273,,adhoc
nCEs0tSwc2,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,24633,205,,adhoc
uGvZ6DGPR2,naive_mini,0,gpt-5.4-mini,naive,57,,,,,,35151,169,,adhoc
uwoA5iyTC6,naive_mini,0,gpt-5.4-mini,naive,34,,,,,,33067,196,,adhoc
D60hnNQl0Z,naive_mini,0,gpt-5.4-mini,naive,35,,,,,,43257,162,,adhoc
sCL5mSTpKm,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,30990,194,,adhoc
YKaoAJE2ej,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,38923,173,,adhoc
VRFbLr8Uhv,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,48571,226,,adhoc
SA8xDYrUYB,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,17108,247,,adhoc
mytIKuRsSE,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,47031,341,,adhoc
Kw2mvnzCoc,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,64153,280,,adhoc
L5llQD0nMf,naive_mini,0,gpt-5.4-mini,naive,62,,,,,,32047,194,,adhoc
LMsdys7t1L,naive_mini,0,gpt-5.4-mini,naive,38,,,,,,23148,163,,adhoc
c1A3DCni3K,naive_mini,0,gpt-5.4-mini,naive,67,,,,,,39989,262,,adhoc
bIODmQ1TNd,naive_mini,0,gpt-5.4-mini,naive,78,,,,,,39933,193,,adhoc
inccdtfx8x,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,27781,164,,adhoc
XNk56rmmiy,naive_mini,0,gpt-5.4-mini,naive,38,,,,,,22214,143,,adhoc
yAC56BJXmE,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,21298,283,,adhoc
JRYurXMhhV,naive_mini,0,gpt-5.4-mini,naive,32,,,,,,27472,256,,adhoc
MpeyjgWbKt,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,26481,177,,adhoc
hXNApWLBZG,naive_mini,0,gpt-5.4-mini,naive,78,,,,,,31025,310,,adhoc
WksEmokwkb,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,57541,212,,adhoc
cJOG5tXYtv,naive_mini,0,gpt-5.4-mini,naive,66,,,,,,26189,293,,adhoc
lXP4t20mR4,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,18969,200,,adhoc
gmpnSSiJt7,naive_mini,0,gpt-5.4-mini,naive,38,,,,,,40181,422,,adhoc
k9Fl07O6yH,naive_mini,0,gpt-5.4-mini,naive,34,,,,,,22340,151,,adhoc
SzXDuBN8M1,naive_mini,0,gpt-5.4-mini,naive,83,,,,,,49339,247,,adhoc
Ylf5t1j4Yu,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,26833,208,,adhoc
W8bKDPf1Ko,naive_mini,0,gpt-5.4-mini,naive,22,,,,,,50965,157,,adhoc
jWiWJjHtHo,naive_mini,0,gpt-5.4-mini,naive,63,,,,,,35593,191,,adhoc
r6jzGWqalX,naive_mini,0,gpt-5.4-mini,naive,47,,,,,,26390,294,,adhoc
DQESI75YrD,naive_mini,0,gpt-5.4-mini,naive,28,,,,,,17863,156,,adhoc
oWFtI0cNsE,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,35470,227,,adhoc
efNINVs2So,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,94404,173,,adhoc
PWM6FERWz9,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,45260,179,,adhoc
P2m7gvtfrE,naive_mini,0,gpt-5.4-mini,naive,45,,,,,,26922,210,,adhoc
kWM0etSpBG,naive_mini,0,gpt-5.4-mini,naive,78,,,,,,42571,190,,adhoc
wywgRd1MUQ,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,18995,205,,adhoc
yQlTgHo1um,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,48402,299,,adhoc
8sVoZYfPwJ,naive_mini,0,gpt-5.4-mini,naive,42,,,,,,28494,155,,adhoc
lAlI5FuIf7,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,49984,192,,adhoc
Oyfz6G0hmc,naive_mini,0,gpt-5.4-mini,naive,32,,,,,,19069,177,,adhoc
z7UCqS5ufq,naive_mini,0,gpt-5.4-mini,naive,35,,,,,,48985,168,,adhoc
ppIkPCrTe6,naive_mini,0,gpt-5.4-mini,naive,35,,,,,,27365,276,,adhoc
5F93RfQ12T,naive_mini,0,gpt-5.4-mini,naive,76,,,,,,36823,244,,adhoc
K8HpllWwE1,naive_mini,0,gpt-5.4-mini,naive,55,,,,,,39909,168,,adhoc
W2eNfLmCHY,naive_mini,0,gpt-5.4-mini,naive,42,,,,,,19493,185,,adhoc
rIv5ftmR3v,naive_mini,0,gpt-5.4-mini,naive,63,,,,,,29731,207,,adhoc
UIxHaAqFqQ,naive_mini,0,gpt-5.4-mini,naive,56,,,,,,34049,190,,adhoc
KzpAcxWjOC,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,24439,224,,adhoc
JOhD3q112L,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,30360,206,,adhoc
83EC2v6EsL,naive_mini,0,gpt-5.4-mini,naive,42,,,,,,28038,404,,adhoc
6yCZEruFu9,naive_mini,0,gpt-5.4-mini,naive,28,,,,,,30739,420,,adhoc
eXjDR9Mphk,naive_mini,0,gpt-5.4-mini,naive,44,,,,,,21383,342,,adhoc
s2hxd8JghB,naive_mini,0,gpt-5.4-mini,naive,42,,,,,,21595,226,,adhoc
C6WWMryELL,naive_mini,0,gpt-5.4-mini,naive,34,,,,,,63279,185,,adhoc
YcoS3uq5kt,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,28084,329,,adhoc
CJdX82odge,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,27420,259,,adhoc
Fx8AtzGlTS,naive_mini,0,gpt-5.4-mini,naive,69,,,,,,54140,236,,adhoc
aeexHSFefN,naive_mini,0,gpt-5.4-mini,naive,63,,,,,,47483,278,,adhoc
agnchf9dVn,naive_mini,0,gpt-5.4-mini,naive,48,,,,,,35998,373,,adhoc
blJXE07r7I,naive_mini,0,gpt-5.4-mini,naive,84,,,,,,31394,208,,adhoc
VTyL1y4Lab,naive_mini,0,gpt-5.4-mini,naive,70,,,,,,23771,236,,adhoc
Yc9LTfD7DY,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,35508,253,,adhoc
A4Us8jxVGq,naive_mini,0,gpt-5.4-mini,naive,58,,,,,,41946,220,,adhoc
bIS0BbYjjd,naive_mini,0,gpt-5.4-mini,naive,63,,,,,,42663,251,,adhoc
MoRmmDiKAo,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,51410,260,,adhoc
Y54P2BBPPh,naive_mini,0,gpt-5.4-mini,naive,79,,,,,,60994,213,,adhoc
kf2mzS6xfk,naive_mini,0,gpt-5.4-mini,naive,61,,,,,,21161,275,,adhoc
cUcOKxfAnV,naive_mini,0,gpt-5.4-mini,naive,63,,,,,,28350,184,,adhoc
ahWmeQG3K2,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,57599,146,,adhoc
DBHCRrdsfi,naive_mini,0,gpt-5.4-mini,naive,66,,,,,,29860,336,,adhoc
4vXNp4wujY,naive_mini,0,gpt-5.4-mini,naive,45,,,,,,17618,196,,adhoc
yza9TlepdI,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,38464,276,,adhoc
Anv4gdNFaL,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,22391,250,,adhoc
YkV0fnXgJA,naive_mini,0,gpt-5.4-mini,naive,76,,,,,,55235,252,,adhoc
oSUjUvs999,naive_mini,0,gpt-5.4-mini,naive,66,,,,,,44140,321,,adhoc
zbRh0eSl7Q,naive_mini,0,gpt-5.4-mini,naive,55,,,,,,82067,195,,adhoc
X9D5MVpPJ9,naive_mini,0,gpt-5.4-mini,naive,78,,,,,,49712,282,,adhoc
H6rDX4w6Al,naive_mini,0,gpt-5.4-mini,naive,72,,,,,,36117,214,,adhoc
0iN4UKZwgn,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,40158,183,,adhoc
OphrMOQCCY,naive_mini,0,gpt-5.4-mini,naive,62,,,,,,19565,178,,adhoc
i6SA9rGTAB,naive_mini,0,gpt-5.4-mini,naive,62,,,,,,35243,214,,adhoc
HhThhjKyfw,naive_mini,0,gpt-5.4-mini,naive,74,,,,,,36932,306,,adhoc
kdPmsMVhZf,naive_mini,0,gpt-5.4-mini,naive,82,,,,,,36827,173,,adhoc
h05AulYT7g,naive_mini,0,gpt-5.4-mini,naive,68,,,,,,28116,230,,adhoc
